HDAC5_D2_3	HDAC5_D2_4	HDAC5_D2_1	HDAC5_D2_2	WT_D2_3	WT_D2_4	WT_D2_1	WT_D2_2
Mknk2	6.81006307303063	7.00099754945031	7.00580461540809	6.83169207186053	6.74241587395666	6.78582723278341	6.66910519849569	6.85373364062981
Mkrn1	7.19411262588757	7.09825662003056	7.15329891559833	7.36173544604187	7.35583652628662	7.27418600700193	7.39251435901947	7.35331259860483
Mkrn2	6.74134202464395	6.80442070298367	6.7554618251336	6.88742042022137	6.99061294858584	6.87214540498826	7.02180677835198	7.03586430903364
Mkrn3	2.90584409117588	3.14815580732692	3.30172878413742	3.25681702192642	3.29803217715322	3.45484049795034	3.2479110406885	3.58522987894498
Mks1	5.42852404932118	5.38636280580864	5.46056893250649	5.41684341131239	5.36899231747868	5.47229910459951	5.35907489874038	5.38590980522019
Mkx	5.10257617761938	5.02960320841858	5.36922440594883	5.46219185910353	5.25871658715448	5.40240955508633	5.2329715599347	5.5510905102683
Mlana	3.33679460532094	3.05451938640987	3.27454332706188	3.66319948240037	3.11986053258028	3.60426210606477	3.44190144444486	3.37069820174396
Mlc1	8.39606240961323	8.91537310368009	8.59363466421167	8.07877523758039	7.98140458820333	7.92046413851007	7.91982792284228	8.24830828357475
Mlec	7.91556616703407	8.04572976420999	7.80967927091859	7.7425007337815	7.88669946729914	7.8150619051578	7.91992195186424	7.78324563086598
Mlf1	3.57041467351443	3.62903195716512	3.67174653076061	3.82742600524317	3.64113200769578	3.84648190269727	3.80298163503349	3.90969795106654
Mlf2	8.88315672307318	9.10255256043285	9.19972440773559	9.58402509328665	9.61491705069999	9.54106399276333	9.55760038904517	9.54625897008628
Mlh1	6.25247747503366	6.30557628012549	6.04331986301852	5.60115044920604	5.93084500876795	5.84355858375437	5.86212952690398	5.78274037287998
Mlh3	5.21697306209982	5.10417474930091	5.18540798233385	5.16967312723176	5.18640578948421	5.19588635240994	5.12877371350141	5.06943200697915
Mlip	5.43298948916334	5.66546481689875	5.47645132717357	5.47670732745422	5.63597424101011	5.57054033985622	5.80259686350756	6.05546835766074
Mlkl	5.96079941248226	5.56589408149541	5.55142783814613	4.66600166896689	4.37121736881876	4.38484824031484	4.27602389349156	4.53359442283491
Mllt1	7.51648167660635	7.77906955407642	7.85093627258408	7.71684263016013	7.60406220971674	7.75346620146227	7.51437082496875	7.72599902063655
Mllt10	6.96582551343373	7.10070665882154	6.89688747090758	6.85621819862418	6.90731245925184	6.85429132318058	6.95290155132577	6.86501291338818
Mllt11	5.46743973211602	5.63921307976564	5.79018657322874	6.24907152245192	6.28818385646926	6.28946860364991	6.30669228832465	6.35725979020743
Mllt3	7.4600752666566	7.50773553576255	7.37906957082981	7.44315743419558	7.57882175008692	7.48276537488824	7.54766032782399	7.30763433437151
Mllt6	7.52017836970661	7.62499667494934	7.55187532933756	7.43304127095952	7.37140584613787	7.49597327083469	7.37494623676931	7.33486926573259
Mlph	5.03579517055459	5.04077890898417	5.18451249335479	5.31620479322357	5.0523931524117	5.16341995579466	5.1150067427694	5.28996572740387
Mlst8	7.08119201934722	7.14744341758211	7.15889303839909	7.22539079383147	7.36019600223037	7.26763079455005	7.26803877032625	7.19894239863477
Mlx	6.13996469846187	6.27398380878158	6.22529810684487	6.39828326122479	6.45321623997012	6.36777103177552	6.49977832642457	6.54201025959443
Mlxip	6.79011378055582	6.96745597108859	6.77937365638559	6.52698060092741	6.58300391807554	6.74355247239662	6.63031754668548	6.61796686616923
Mlxipl	5.89823392483796	5.75602477120409	6.0199088701016	6.0251722686082	5.67892747372187	5.72497337673111	5.59488856731874	5.76106049715779
Mlycd	6.48194366267081	6.54277195269073	6.68988121012911	6.83100609406349	6.71313265360788	6.5929393082206	6.6664096525574	6.90707891680602
Mmaa	5.16837266276628	5.28637761279687	5.26198418765214	5.20752555171208	5.17468524250672	5.21903547245064	5.14980312192621	5.17936538650245
Mmab	5.72387454516651	5.84280887299519	6.08197469573917	6.30024870181776	6.06067143706246	6.08010174162556	5.98384710998601	6.18976011850806
Mmachc	6.49653981167198	6.47853329411875	6.4051818844928	6.72858213951813	6.82112961863114	6.64090278267349	6.83571355190133	6.55699866256889
Mmadhc	5.99788202962371	6.02647216939972	5.83082718865978	5.97979139490986	6.03719930289082	5.92810938814863	6.15044168302853	5.97435233009218
Mmd	7.64699171445917	7.69122487351299	7.77795215313538	8.1931782722037	8.11379447999761	8.26632426416448	8.27925155818804	8.26009752963232
Mmd2	7.71610905170261	8.20661078806497	7.76759860991417	7.81935528796681	7.85121798945512	7.75098191630182	8.02312269418497	8.02788887880611
Mme	5.7303091508901	5.37133903951868	5.43076159114332	5.52894388356104	5.83398961739778	5.5838600154781	5.76108430230433	5.52709597349727
Mmel1	5.26633530312977	5.12841922882577	5.27908373096143	5.37393328958258	5.31899647784606	5.38474495259639	5.34332308519132	5.3947911964777
Mmgt1	6.66035083693745	6.61026928684754	6.54498227861095	6.91582979264594	6.929062089896	6.6120771507226	6.99033786138363	6.87837126293422
Mmgt2	5.44080870621016	5.69930980439143	5.54864807850144	5.71573966555215	5.70744038013614	5.52183209333266	5.71608011446106	5.70905392926495
Mmp10	3.33468785560404	3.06217009522048	3.16537017841249	3.27715609663257	3.23055726566905	3.35868321526579	3.38383983673856	3.38437551706123
Mmp11	4.81128189886802	4.84777679824966	5.12236012394796	5.34269102290605	5.03651556608664	5.14242337912957	4.98317492061147	5.13591646843835
Mmp12	3.20472336375505	3.40379590709394	3.26042886928532	3.27494992306888	3.11577725679506	3.26565428156418	3.41293902139195	3.75520293975469
Mmp13	2.52387341782384	2.72831060071114	2.75386323596891	3.05922288686072	2.63448709269019	2.81001230326802	2.78157786982839	2.85041701603799
Mmp14	5.00334339445921	5.15700449871135	5.11476462313221	5.15251078513565	5.00080748663697	5.04705518620053	5.0219492921014	5.04942039455712
Mmp15	7.59071158360079	7.38937861654359	7.43249759977593	7.27251681754652	7.45027538738728	7.38419609765755	7.41708050338212	7.46165580673842
Mmp16	6.46141456123905	6.374018595676	6.22960345686143	6.04355544395161	6.31275720992736	6.31360268275041	6.29737114700098	6.07557531804277
Mmp17	6.4638629688433	6.4733037146523	6.56847292786262	6.81215035461989	6.77749851184578	6.83394387570994	6.85037274219977	6.89577758451598
Mmp19	5.17279188530479	5.19209876167078	5.25224449466865	4.94145500892338	4.85197743662502	4.98127521647714	4.81979646178951	5.07652456037337
Mmp1b	2.20711814142143	2.21077995967278	2.46232624139035	2.38332740968856	2.34422279524359	2.5037771702478	2.21361104676498	2.37858638819182
Mmp2	5.62834526877268	5.52938928360337	5.50312638529571	5.44638543480374	5.08954251724515	4.91974583308651	5.15290625105597	5.3546895715436
Mmp20	4.02146006067444	3.89083749295397	4.14384348139643	4.40379728812747	4.14474138310411	4.33843665874751	4.20598717579005	4.25021908795193
Mmp21	4.2761758064958	4.20866352169238	4.502942846591	4.71367749076766	4.58746887753732	4.52342381952429	4.46910334434169	4.60672905678062
Mmp23	5.26020685566707	5.18827091260871	5.44071012226726	5.59082123077436	5.35214660044596	5.53704008004306	5.4051224324112	5.60901198449621
Mmp24	6.33390979058857	6.31932491623704	6.42141579354301	6.58613652633211	6.51896251420065	6.48288590246272	6.51588345161852	6.57067808566349
Mmp27	3.06376129039317	3.10228052783595	3.29189071787918	3.38883527054813	3.25802507271605	3.18178527389761	3.17652422986487	3.41055740784124
Mmp28	5.20950545903924	5.18938861295141	5.09781385197125	5.71261174307345	5.16067124098072	5.32006284199238	5.57015244924359	5.4116590056073
Mmp3	3.12976287497588	3.04296031548141	3.21146477827214	3.19626482259766	3.12876044267758	3.22926823579907	3.12651976078289	3.28693692563347
Mmp7	3.7183461326435	3.60845385841585	3.93057973286095	4.00495384537684	3.79064345577992	3.84701872195715	3.72974261323991	4.01155102412932
Mmp8	3.28929009963327	3.28970639757045	3.4903890457498	3.72800014552349	3.49189435208446	3.56645489133083	3.51062587912755	3.63769888848955
Mmp9	4.94914306490308	4.95213127124037	4.99211349339339	5.21395110432686	4.94866427238199	5.26973408057452	5.20037445592187	5.24384005451898
Mmrn1	2.68061382234778	2.67002898066547	2.8342541835806	2.85492423052668	2.73155192180429	2.8767688528739	2.74672788283793	2.92905839103747
Mmrn2	4.55167705624277	4.80665313170618	4.90967118884124	4.8824756360834	4.66322271000315	4.66279868609128	4.57724606263121	4.89392453429058
Mms19	6.82846883638402	6.56228128793202	6.39692648379578	6.10417307416311	6.35717998282666	6.31336458195698	6.3558324552246	6.09280905379836
Mms22l	2.38352456842397	2.47927842414203	2.48766503376135	2.47763216676739	2.36095207150471	2.45980901410182	2.39240905734673	2.47902602838432
Mn1	7.98925755069712	7.64838467093605	7.68093284825339	7.59236107423695	8.02484668068258	8.03033749530238	7.99848804851515	7.75307521845051
Mnat1	5.9833738551605	5.90521742256459	5.98115689312006	6.21040381828761	6.33906776153121	6.19291075927817	6.28406548730394	6.16469352444992
Mnd1	3.93977709785979	4.10767256090557	4.15277249595943	4.28710786522899	4.0550716512216	4.25987577512901	4.13948643475702	4.22727184180438
Mns1	5.71983182786842	5.537801118835	5.49583630308529	5.6191767312763	5.63016539037803	5.68946506468271	5.7295049155775	5.47958352294791
Mnt	7.46090907975462	7.36476796889193	7.6816593068747	7.76306655319779	7.55680688745228	7.61934386108694	7.49116926611905	7.75359136859771
Mnx1	4.8384143497158	4.86264049924458	5.02480151851763	5.42440710757539	4.96681601604291	5.12105934796228	5.13966172360335	5.28005240582199
Moap1	6.85376728382391	6.92220392254931	6.93467355143868	7.32774319894911	7.44274893491098	7.27709601115213	7.49235243103368	7.45751859603164
Mob1a	6.42824647334162	6.51667971205906	5.91341819592319	5.17158622196234	5.01402644577832	4.92882059763565	5.13460803496126	5.08471924187636
Mob1b	6.07899628403861	6.09352698909151	5.99783562028304	6.10678358016515	6.30229489831458	6.20830029416497	6.34218296141815	6.23015369932877
Mob2	5.77637762672512	5.8469993001986	5.98858198695727	6.11097574973151	5.96273222655689	5.97798756082133	5.93044518508851	6.08200905210389
Mob3a	5.46449572985829	5.49327518524261	5.62748133542518	5.52440961085617	5.40255817600257	5.387753645001	5.29723129120644	5.50164553293424
Mob3b	6.04546291670924	5.97080167262522	5.93031652131831	6.00915061172962	6.22814356609811	6.20829316258202	6.24315498233812	6.05856258122508
Mob3c	4.42128035832596	4.30249023095527	4.56106420747424	4.59672358739814	4.42725046769839	4.5046820073224	4.38922725699922	4.59844774172023
Mob4	6.57803678563124	6.65494788031878	6.3736237245725	6.74639700979473	6.94376233649298	6.73285370445875	7.09105799430803	6.73804743994514
Mobp	8.14984804888869	8.56674176203512	8.33373702238517	8.25805412500658	8.23168570089929	8.27258088226004	8.26234861469929	8.30934639216367
Mocos	4.78312458123851	4.78626988633738	4.84239133970389	4.731722330605	4.52218455849832	4.51478147096087	4.50141505784325	4.69333636500133
Mocs1	6.15480344646086	6.2176327085875	6.14716611166251	5.92618291355345	5.85589646462333	5.90165965777968	5.84834577787758	5.93036047761544
Mocs2	6.2693852062346	6.41904763452369	6.47580228638168	7.11251268146182	6.86499310390652	6.48499271771333	6.76828150816889	6.58132003981174
Mocs3	4.46620126064501	4.69892800745043	4.31243819236245	4.69708422627254	4.60775702158003	4.6163508088619	4.87965580696319	4.48996067316702
Mog	7.31926758820546	7.39980168109214	7.08271661315812	6.92261417423679	7.13102163962724	6.92156856981667	7.14945957564231	7.002254913423
Mogat1	3.42562338079027	3.5465800486141	3.70575835876457	3.92497369485533	3.96751747663099	4.08232712107348	3.96914767897371	4.07769639125068
Mogat2	4.33701487459456	4.29150863231443	4.53287801507299	4.97577125621174	4.49985379493351	4.74392418153603	4.67529673465773	4.7764515096019
Mogs	6.10057534752279	6.04232154016899	6.01176416581992	6.00573164191629	6.05863335315938	6.00503991164873	6.04214257566143	5.94941843002786
Mok	5.12790927499933	5.303564435004	5.35860228083143	5.63780124788607	5.51258794916879	5.52399617971325	5.50560414593176	5.48676019351814
Mon1a	6.61090429342924	6.72094543199492	6.84050994746447	6.88002385306302	6.81623080978003	6.84555443743133	6.75566188429327	6.91485666957466
Mon1b	5.84977502118076	5.86811998720869	6.04980621705063	6.25328721146463	6.04139944187438	6.09265434657502	6.04641728793908	6.18343450666566
Mon2	8.30627891576116	7.88446864055402	7.68509314486544	7.1940573903025	7.75628984952863	7.72039778691808	7.74061161608896	7.41562169979882
Morc1	2.38548917000369	2.4433544188989	2.549004258101	2.58143772913867	2.52450329062056	2.51939980881935	2.47948261221076	2.63127619345411
Morc2b	4.98645303914484	4.96009847189275	5.27072471441097	5.50168731241759	5.04213544706632	5.09961338130503	5.09728356771643	5.51403719455565
Morc3	6.74701715498203	6.50487102680467	6.28290191479716	5.99308203406041	6.14478050075987	6.20462305619061	6.25249101962577	6.01180503047119
Morc4	4.77157625517873	4.72277796621854	4.6796342652302	4.62672204482879	4.65022404184205	4.62991110139514	4.64947694448448	4.5861222196808
Morf4l1	8.66832096983876	8.7571076605293	8.625031388948	8.81819390539464	8.94162952143329	8.67766119382849	8.96015111914693	8.89263427326032
Morf4l2	5.88469902105758	6.01690830444989	5.87936362523919	6.14775265393216	6.11792452208177	6.03424800074097	6.210301218446	6.0674620287932
Morn1	5.53507477999157	5.67387438824424	5.75964673808183	5.93597337674443	5.80899278000188	5.84085699661762	5.78455719515107	5.83783947809896
Morn2	4.97597480828461	5.28000609039643	5.45011575320217	5.56316599573672	5.37382766294719	5.37381312962162	5.24270160334926	5.51166438266774
Morn3	5.35020754962877	5.28511799215287	5.52612658616919	5.72110751850391	5.59597590655318	5.6937641068799	5.55412023533978	5.59456739080828
Morn4	7.79089981341942	7.82776161184609	8.06273236106596	8.45586718601253	8.42932590522436	8.20154184987165	8.27150848810972	8.297326181153
Morn5	4.9504445583363	4.87450159228662	5.15756227569429	5.42979712584128	5.12116132750788	5.17641175761082	5.13353816231098	5.3209849524329
Mos	3.96158836421157	4.00962663032604	4.01882080546078	4.3847418582351	4.29763862643152	4.24905134207288	4.3758074970907	4.28123808637735
Mospd1	5.15803806088092	5.38872204625123	5.17218996716725	5.3600769731562	5.40284243046048	5.08793721199465	5.39431680188312	5.30190358440763
Mospd2	6.39054145104141	6.12616671026085	5.81816607143667	5.11203488511726	5.54083726181552	5.45836940393549	5.44357789796553	5.15728219603604
Mospd3	6.75389504726797	6.81354891214192	6.96231554851442	7.35566133685585	7.31633895896156	7.17343189724848	7.29514187663897	7.3594961229844
Mov10	6.7429382799815	6.44583236529229	6.50755024335982	5.89321513966032	5.73872385021556	5.72767461407745	5.60564470241659	5.7912005881021
Mov10l1	4.25439399920828	4.28710946027465	4.45268969754592	4.51205058962126	4.33702141799625	4.44899444773378	4.34628604742254	4.55735732007118
Moxd1	6.73478552801239	6.68488532277887	6.64994733564335	6.15816617245106	6.22885788523127	6.2371776338619	6.11859612019643	6.26175782518383
Moxd2	2.49720523521688	2.47463068813139	2.82408747751389	2.71172905875876	2.66785270474476	2.79739830516821	2.46970084503378	2.732548975623
Mpc1	6.94710260194538	7.11958620306297	7.1567674296008	7.69642184796806	7.66514265126778	7.48118072473711	7.75619408569433	7.82945051690408
Mpc2	6.30649285870153	6.48081740935396	6.44975031660228	6.84826897108935	7.00543308258232	6.70852253191785	7.00126708489853	7.00351735085742
Mpdu1	7.06537252131566	7.04846619590685	7.16933953856497	7.66018072867002	7.46214405916265	7.09739279642994	7.44384473228895	7.50599651107665
Mpdz	6.72721130387229	6.66887827138813	6.34241420104806	6.02910271644268	6.39645658859341	6.3401614036472	6.49777669439362	6.35876240238133
Mpeg1	8.88182737354433	8.40134158455624	8.08255434788829	6.57104163575359	5.90160373259685	5.78386134255145	5.75355582124076	5.96865483838471
Mpg	4.1254974925066	4.39271931532271	4.38686037295632	4.46775342892269	4.45010144838122	4.50278381007667	4.47591527446987	4.64947144706866
Mphosph10	5.77453933589808	5.52251143372502	5.48746315340311	5.41008318136511	5.42252598241944	5.47454500664822	5.51266307670305	5.3961737502626
Mphosph6	5.8247276811218	5.91993723536774	6.07390426605424	6.63117338719317	6.29943419790867	6.34634011757689	6.45129849210647	6.55399565531387
Mphosph8	6.88542583989292	6.63321616743353	6.46676705117029	6.02520705584475	6.32524873706908	6.39878643586922	6.3261296171921	6.11080576897766
Mphosph9	5.71875075680884	5.72376780939839	5.65632284541956	5.53912243117666	5.6529684709146	5.61385300010819	5.61139921197451	5.55470370377551
Mpi	6.92268161557583	6.91751034617594	6.83120544202158	7.003677744372	7.01209311399936	6.84094367382732	7.05009042152804	6.94698109669843
Mpl	5.08954929396945	5.02851464872963	5.37666308305803	5.5735833814919	5.27888647269645	5.43287416651629	5.27342992601357	5.54687106381108
Mplkip	5.36236670909305	5.31029352378479	5.37957618536706	5.50805566925023	5.43277146812377	5.57190746461507	5.53746827318259	5.56573854078203
Mpnd	6.3771541556459	6.44084254023803	6.50212678971064	6.72637202368387	6.55019813432579	6.51376761865467	6.60292326867738	6.70681570261582
Mpo	4.23867094432745	4.13993336069848	4.45395265831221	4.61561315912325	4.43725413086782	4.61470006197815	4.42232710135035	4.58266762199253
Mpp2	8.32555201612165	8.12948705797457	8.23252311723559	8.16000597160135	8.43866364928645	8.51803091747834	8.37868946525594	8.26189813501222
Mpp3	7.01189164641274	6.80726810000112	6.84431033988311	7.04352834941955	7.23441770757575	7.32834505785978	7.40833639291139	7.33248933711457
Mpp4	4.31507582150354	4.36479001893321	4.60549066475951	4.60393807891167	4.47199037912665	4.64674319025261	4.41706486340263	4.66512909575873
Mpp5	7.60010503350157	7.38518734925453	7.28948273426388	7.10984886258513	7.67543392750533	7.7199139009527	7.60557462103148	7.19468299208682
Mpp6	7.00067675006023	6.97362495979917	6.80327261068462	7.19357117018276	7.40208252761166	7.22602804992967	7.56279512836378	7.30221975956171
Mpp7	6.33702214509656	6.24623780803246	6.0097606558072	5.67151534813644	6.4663330419995	6.41806529966208	6.32594416888735	5.86794083115661
Mppe1	5.46547913307086	5.46174105037908	5.42636127880942	5.45707727183471	5.45770636546963	5.47487339987202	5.53282337208748	5.56067673206441
Mpped1	6.60775108929327	6.92428301201925	6.83815044931917	6.94272297179989	6.97480566019376	6.96593751216632	7.08015949021592	7.33942957313277
Mpped2	7.74091694054247	7.81358546426834	8.05703341409881	8.38219487112321	8.14653348389324	8.13205505321569	8.07917432520581	8.19333740487093
Mprip	9.07796831301924	8.87824137903221	8.82322420257756	8.42251667866556	8.78912477892388	8.79076500559958	8.69781430948293	8.604499380941
Mpst	6.07241697971009	6.21089051092606	6.14607015023785	6.21120199221419	6.05954508497506	6.06094079531696	6.12765274202044	6.20617331363255
Mptx1	3.93818368482986	3.87221745931769	4.33077190650168	4.23865589728455	4.05350625352292	3.74096346903525	3.71545348240679	4.29514940273516
Mpv17l	5.87473228970606	6.00840718200097	6.06722146412836	6.33257177332018	6.24000387564244	6.33821392903688	6.32788290439324	6.39138405585829
Mpv17l2	6.13157025202116	6.20359798241638	6.34819437613924	6.54366399947825	6.33191291872414	6.16173462091231	6.29905561540371	6.56927020107661
Mpz	5.35795814631399	5.25301914669959	5.62067519010721	5.74078870523501	5.40697766060193	5.83879725830432	5.52267455311034	5.83250831249779
Mpzl1	7.09672085170448	7.10949584974834	7.10913622673151	7.27123206799401	7.03129636120453	6.98361599467718	7.05059741890261	6.98683981157381
Mpzl2	4.44031127602803	4.21453159855575	4.71023580884867	4.78071840177586	4.52762967679964	4.6728999362764	4.40556614797397	4.71131498103223
Mpzl3	5.24930121156869	5.13167098919668	5.36954141587372	5.62035222564078	5.33609983507838	5.51411526330542	5.39378253177149	5.43843231814569
Mr1	4.4737952469026	4.33820895555535	4.27847177257707	4.41530319902206	4.31261741398441	4.28954894436859	4.42975706149597	4.29521274238611
Mrap	4.84346798855134	4.99214121560257	5.08931550197672	5.29583766077388	5.10740977836484	5.10880588545532	5.1095207839815	5.24884632912672
Mrap2	5.65871190884911	5.85097771644279	5.86227398819467	5.93384497056495	6.05560127027001	6.00948810023718	5.93613626275674	5.88660678649017
Mras	8.81727882299599	8.88609201426313	9.03478948743405	9.25649997307785	9.37525680956476	9.3463810693935	9.23444917961845	9.1262073118623
Mrc1	4.55984761468537	5.05502902745242	4.55527785801293	4.33032441638031	4.25163933365402	4.26290562315754	4.41378512403666	4.4474429308191
Mrc2	6.03433518969345	5.95146425770287	6.08906167795162	6.18933688615281	5.91422363130235	6.0348826077539	5.9763043235933	6.07185543202938
Mre11a	6.70958876514857	6.31906315922722	6.36117111581868	6.08348228158905	6.44601772642489	6.37546852933228	6.28044657898949	5.99123262270249
Mreg	4.78308739336143	4.90366136287167	4.98436592477165	5.31885875139822	4.92918437990732	5.12432468909918	5.07683202893154	5.12447728447178
Mrfap1	7.87483360217019	8.06969685799461	8.23203403834315	8.58545717158458	8.49017766829588	8.48179032126707	8.47655643827954	8.62381580855572
Mrgbp	6.19743938628225	6.30207651723449	6.25336538424388	6.4752031429875	6.2342777828217	6.34970437098518	6.40179667818735	6.40678498698257
Mrgprb2	2.77230574234819	2.73855911900134	2.82563535174058	2.78832361980804	2.61138080718966	2.7483696358767	2.64655614773853	2.75763557421338
Mrgprb3	3.04262124593281	2.76836701377577	3.20076912418709	3.64072118852917	3.35144154813234	3.49182819771653	3.32987762695802	3.29696105934871
Mrgprb4	2.51957927344022	2.52705806606258	2.67995162060642	2.68292436382505	2.48418958126468	2.90660183309821	2.56588127034924	2.61714555517623
Mrgprb5	2.4612838599573	2.66879741223715	2.83494682001515	3.03724936089112	2.42454562725269	2.59153791971371	2.54291358918783	2.950167047557
Mrgprd	3.82064418237668	3.73719093742133	4.12809007171726	4.03471976038202	3.92456261517643	4.18274003595732	3.88671257280556	4.3445504022547
Mrgpre	6.18160792780642	5.95782466494361	6.28481842704681	6.42195385259272	6.45061923430149	6.32881777959934	6.29532057659628	6.39959355168568
Mrgprf	5.01703247624993	4.9788671600391	5.24082966881753	5.40299973039498	5.22176355380884	5.38024788509182	5.22016881631369	5.38208464980899
Mrgprg	5.55240226104487	5.5103643183481	5.8937492023805	6.11745948061063	5.63433740085329	5.92830237246316	5.65839090100519	5.91355447683701
Mrgprh	4.23145064663519	4.255484221114	4.2295538492779	4.54164564661022	4.12149504897259	4.07075045298031	4.21924504319269	4.12557066109945
Mrgprx1	1.60718562174249	1.50428133250709	1.65295926398414	1.84362877066957	1.58816323987629	1.79199053100007	1.71107615344267	1.75685675648491
Mrgprx2	1.74821813904645	1.73239399447983	1.92317363529397	1.85067641372907	1.81870138811771	2.1075902605129	1.87850359278648	2.14745148835539
Mri1	6.57379409647811	6.47959676564644	6.59532689037236	6.89342637082709	6.88413113036892	6.62721505690099	6.82414173511107	6.80024245622874
Mrm1	4.89855756864057	4.99828012024959	5.02370563173833	5.06291041485366	5.008810639682	5.15975956066568	5.0731118248224	5.16213406559067
Mro	5.24612082532958	5.36941725893134	5.39611844331854	5.4409868021193	5.4778450627449	5.6087107935475	5.44929854134938	5.39317021133114
Mroh1	7.39836447695951	7.28073524968298	7.26469342387507	6.89782879862838	7.1040131357683	7.16997819793453	7.05584456418252	7.11069410519906
Mroh2a	4.51980992584383	4.4681855400821	4.63117578268337	4.76112737390593	4.53820801135585	4.66895529033509	4.575317276932	4.6631930373233
Mroh2b	2.86560175770357	2.84803348807886	3.07639626953533	3.15982869761541	2.99388972631874	3.13716738770097	2.95919198504221	3.10224370631507
Mroh4	4.17310380220297	4.20217556502544	4.37513353872162	4.5146286145424	4.25174393213967	4.37571396211723	4.27262061390611	4.4258965818555
Mroh5	4.59975830415018	4.61307331673328	4.81483759574663	4.90782537306496	4.65584139536506	4.78039168664916	4.70956782256504	5.0163261789724
Mroh6	5.238522304913	5.23686878995678	5.5082446941373	5.74558834811188	5.4110554054005	5.50528491044969	5.42236720400451	5.65451593559359
Mroh7	5.3102309518486	5.34186515109751	5.44151699431912	5.32979848222129	5.37118892787953	5.37895305883915	5.25381656048059	5.35396409251303
Mroh9	1.92692891635494	1.92476083666397	2.01989810496471	2.21363644248222	2.08099861757221	2.15176898985574	2.10769678951097	2.08469088049793
Mrpl1	5.94106423630054	5.99490374405609	5.89945100504556	6.30208811554615	6.46503183092153	6.27793573715128	6.48981016945421	6.18675985952373
Mrpl10	6.49143013908732	6.54334899302851	6.56315251485979	6.90422286275116	6.88506457382954	6.85655117540876	6.9494933040984	6.85731971276928
Mrpl12	5.95266792198098	6.07735377721638	6.26797424585751	6.7596376550854	6.50519180758719	6.44112293455622	6.5003331609599	6.56894812402608
Mrpl13	5.70799763084479	5.82129958735163	5.8869786246427	6.30964711638158	6.33104434571172	6.13691381977694	6.32007997671713	6.31427330401282
Mrpl14	5.82863313209432	5.7722133908865	6.11951927384799	6.38657992942352	6.18136743286827	6.26207649967555	6.15328070375869	6.38752954787189
Mrpl15	5.74413520078745	5.82696295150373	5.81200672838718	6.04476151781764	5.97632807731802	5.90065645909015	5.99760367438568	5.93598700180158
Mrpl16	6.10197277127395	6.02040651811524	5.9836526700034	6.3554119003677	6.41302784874928	6.24723574839354	6.47282611998427	6.2313815830633
Mrpl17	7.43101243780139	7.55949052872046	7.64378870088383	8.1603304021519	7.99228286750912	7.70853385948372	7.9394281328373	7.89800040549681
Mrpl18	5.79588604752717	5.72631619855817	5.86971593143693	6.08160874938434	6.08865571787485	6.053789703025	6.10724388212267	6.18462302430927
Mrpl19	6.17711658949886	6.27206302537576	6.19352239306462	6.368475946182	6.41073034599937	6.3010194426754	6.46228644869309	6.43802117554173
Mrpl2	5.71480460595032	5.79078499232068	5.82570343229573	6.05174627121767	6.01188941326367	5.88974912358685	6.01265003555649	6.05608599721745
Mrpl20	5.620146394158	5.69949887124854	5.79034894399952	6.28991158333199	6.24608577777323	6.16500548500044	6.28048087973927	6.19184135970418
Mrpl21	6.42624632120069	6.75026067068599	6.73420528614818	7.08958095732616	7.11152051827252	6.88758326993079	7.04032750455459	7.05840663469219
Mrpl22	5.49739033721623	5.67650654931818	5.73004829484311	6.23558821304706	6.07239737361314	6.01374599656947	6.12661280802642	6.07435483884451
Mrpl23	6.86165038178782	6.94823942314701	7.11752825923354	7.5051941041862	7.27411649453599	7.27217223355605	7.30363650667689	7.40212166051823
Mrpl27	6.42210856723922	6.5533854989826	6.65006095821225	6.86272823992049	6.83262908722353	6.77836217461554	6.77810741357014	6.83529154736581
Mrpl28	5.97031267181272	5.88319855907145	6.1968888676499	6.44866094597868	6.24889693969583	6.03879053547625	6.12308697835818	6.37006788598928
Mrpl3	5.96537008857602	6.10298916306084	5.91404605572115	6.09013979529546	6.14588127654799	6.07841081588573	6.25310588180516	6.11866467321289
Mrpl30	6.05777366248386	6.16081298182524	6.42845129394893	6.83258346088511	6.62521547603648	6.57273082920653	6.51281422353424	6.5746801420123
Mrpl32	6.88662955894924	6.97309779442331	7.20062790757828	7.48013239372655	7.33138992032144	7.34102497175472	7.20491320546168	7.20434869994463
Mrpl33	6.22623633008545	6.41992531095668	6.61988231191065	7.48595926589269	7.18055635586146	6.94141181398149	7.28067469570899	7.44758194608115
Mrpl34	6.40892607450659	6.34549820831901	6.71179775271179	6.97790778260855	6.60141928952892	6.70859068296873	6.52902240169594	6.68011842529137
Mrpl35	6.50886009291041	6.71775272915798	6.61783103370753	7.1229424890606	7.04431723394917	6.89144271348553	7.13357944259089	6.96891617033157
Mrpl36	5.93011915088991	5.95857259953144	6.23754946216831	6.87901482269509	6.63878638873805	6.74816230555823	6.73327605607068	6.75782128730424
Mrpl37	6.17862814800337	6.29199447698691	6.3970097217054	6.53903490233072	6.62855785194041	6.47754023471164	6.50592172639761	6.59303873033599
Mrpl38	7.19439151797111	7.16473331427217	7.37613210418184	7.62119960447197	7.50555138403298	7.40772296710031	7.40375145408778	7.44605188696032
