Gene	Direction
A2M	D2_All
ABCA1	D2_All
ABCB1	D2_All
ABCB1	D2_All
ABCB4	D2_All
ABCC1	D2_All
ABCD1	D2_All
ABHD10	D2_All
ABHD4	D2_All
ABI2	D2_All
ABI3	D2_All
ABLIM2	D2_All
ACADL	D2_All
ACAP2	D2_All
ACKR1	D2_All
ACOT13	D2_All
ACOT9	D2_All
ACSBG1	D2_All
ACTA1	D2_All
ACTL6A	D2_All
ACTN2	D2_All
ACTR3B	D2_All
ACTR3C	D2_All
ACYP2	D2_All
ADAM17	D2_All
ADAMTS4	D2_All
ADAP2	D2_All
ADCY4	D2_All
ADCY7	D2_All
ADGRE1	D2_All
ADGRE5	D2_All
ADGRF5	D2_All
ADGRG5	D2_All
ADGRG6	D2_All
ADORA2A	D2_All
AEBP1	D2_All
AFF1	D2_All
AGA	D2_All
AHNAK	D2_All
AIF1	D2_All
AIM2	D2_All
AIP	D2_All
TAF9	D2_All
AKAP13	D2_All
AKAP5	D2_All
AKAP8L	D2_All
AKNA	D2_All
AKR1A1	D2_All
AKT3	D2_All
AKTIP	D2_All
ALDH3B2	D2_All
ALOX5AP	D2_All
ALPK3	D2_All
AMIGO1	D2_All
AMIGO2	D2_All
ANKFY1	D2_All
ANKLE2	D2_All
ANKRD29	D2_All
ANKRD33B	D2_All
ANKRD34A	D2_All
ANKRD34C	D2_All
ANKRD37	D2_All
ANKRD44	D2_All
ANKZF1	D2_All
ANO3	D2_All
ANXA1	D2_All
ANXA2	D2_All
ANXA3	D2_All
AOAH	D2_All
AP1G2	D2_All
AP1S1	D2_All
AP2S1	D2_All
AP3B1	D2_All
AP3S1	D2_All
AP3S2	D2_All
APBB1IP	D2_All
APOBEC1	D2_All
APOC1	D2_All
APOE	D2_All
APOL2	D2_All
APOL3	D2_All
APOL4	D2_All
APOL1	D2_All
APOO	D2_All
AQP4	D2_All
ARAP1	D2_All
ARF1	D2_All
ARF3	D2_All
ARF5	D2_All
ARHGAP11B	D2_All
ARHGAP11A	D2_All
ARHGAP15	D2_All
ARHGAP17	D2_All
ARHGAP25	D2_All
ARHGAP30	D2_All
ARHGAP31	D2_All
ARHGAP4	D2_All
ARHGAP44	D2_All
ARHGAP6	D2_All
ARHGDIB	D2_All
ARHGEF40	D2_All
ARHGEF6	D2_All
ARL11	D2_All
ARL15	D2_All
ARL16	D2_All
ARL2	D2_All
ARL3	D2_All
ARL4A	D2_All
ARL8A	D2_All
ARMC1	D2_All
ARMCX3	D2_All
ARNT	D2_All
ARPC1B	D2_All
ARPC5L	D2_All
ARPP19	D2_All
ARRDC4	D2_All
SPCS3	D2_All
ASB8	D2_All
ASCC3	D2_All
ASIC2	D2_All
ASNSD1	D2_All
ASPA	D2_All
ASS1	D2_All
ATAD2B	D2_All
ATCAY	D2_All
ATF2	D2_All
ATG9B	D2_All
ATM	D2_All
ATMIN	D2_All
ATOH7	D2_All
ATP13A1	D2_All
ATP1A2	D2_All
ATP5F1D	D2_All
ATP5F1E	D2_All
ATP5MC3	D2_All
ATP5PD	D2_All
ATP5PF	D2_All
ATP5MF	D2_All
ATP5MGL	D2_All
ATP5MG	D2_All
ATP5PO	D2_All
DONSON	D2_All
ATP6V0A2	D2_All
ATP6V0C	D2_All
ATP6V0E2	D2_All
ATP6V1E1	D2_All
ATP6V1F	D2_All
ATP6V1G2	D2_All
ATP7A	D2_All
ATPAF1	D2_All
ATP5IF1	D2_All
ATXN7L3B	D2_All
AUH	D2_All
AXL	D2_All
AZIN2	D2_All
B2M	D2_All
B4GALNT3	D2_All
B4GALT1	D2_All
B9D1	D2_All
BABAM1	D2_All
BARX2	D2_All
BATF	D2_All
BAZ1A	D2_All
BAZ2B	D2_All
BCAS2	D2_All
BCCIP	D2_All
BCL6	D2_All
BECN1	D2_All
BEND6	D2_All
BIN2	D2_All
BLCAP	D2_All
BLNK	D2_All
BLOC1S2	D2_All
BLOC1S4	D2_All
BMP2K	D2_All
BMP3	D2_All
BNIP2	D2_All
BNIP3	D2_All
BOD1	D2_All
BOD1L2	D2_All
BOLA1	D2_All
BOLA3	D2_All
BORCS7	D2_All
BORCS7-ASMT	D2_All
BPGM	D2_All
BRK1	D2_All
BRMS1L	D2_All
BST2	D2_All
BSX	D2_All
BTAF1	D2_All
BTBD1	D2_All
BTF3L4	D2_All
BTG3	D2_All
BTK	D2_All
BUD31	D2_All
C1D	D2_All
C1QA	D2_All
C1QB	D2_All
C1QC	D2_All
C1QL2	D2_All
C1QL3	D2_All
C1QTNF4	D2_All
C2	D2_All
C3	D2_All
C3AR1	D2_All
C4A	D2_All
C4B	D2_All
C5AR1	D2_All
C5AR2	D2_All
C7	D2_All
CABLES2	D2_All
CABP1	D2_All
CABP7	D2_All
CACNA2D2	D2_All
CACNB1	D2_All
CACNB3	D2_All
CACNB4	D2_All
CACNG2	D2_All
CACNG5	D2_All
CADPS2	D2_All
CALCRL	D2_All
CALM2	D2_All
CALM3	D2_All
CALR	D2_All
CALY	D2_All
CAMK1	D2_All
CAMK2B	D2_All
CAMK2N1	D2_All
CAMK4	D2_All
CAP2	D2_All
CAPN3	D2_All
CAPNS2	D2_All
CA10	D2_All
CA11	D2_All
CA7	D2_All
CARD11	D2_All
CARD6	D2_All
CARTPT	D2_All
CASP1	D2_All
CASP12	D2_All
CASP8	D2_All
CBFB	D2_All
CBLN4	D2_All
CBR3	D2_All
CBY1	D2_All
CCDC124	D2_All
CCDC177	D2_All
CCDC25	D2_All
CCDC42	D2_All
CCDC71	D2_All
CCDC93	D2_All
CCKBR	D2_All
CCL2	D2_All
CCL3L1	D2_All
CCL3L3	D2_All
CCL18	D2_All
CCL3	D2_All
CCND1	D2_All
CCNL1	D2_All
CCNL2	D2_All
CCR2	D2_All
CCR5	D2_All
CD14	D2_All
CD180	D2_All
CD2	D2_All
CD200R1L	D2_All
CD200R1	D2_All
CD22	D2_All
CD2AP	D2_All
CD302	D2_All
CD33	D2_All
SIGLEC6	D2_All
CD34	D2_All
CD37	D2_All
CD38	D2_All
CD3G	D2_All
CD4	D2_All
CD44	D2_All
CD48	D2_All
CD53	D2_All
CD6	D2_All
CD69	D2_All
CD74	D2_All
CD79A	D2_All
CD80	D2_All
CD82	D2_All
CD84	D2_All
CD86	D2_All
CD9	D2_All
CDC123	D2_All
CDC42SE2	D2_All
CDH18	D2_All
CDH5	D2_All
CDH6	D2_All
CDHR1	D2_All
CDIP1	D2_All
CDK12	D2_All
CDK17	D2_All
CDK5R2	D2_All
CDK5RAP2	D2_All
CDKN2D	D2_All
CDS1	D2_All
CEBPA	D2_All
CEBPD	D2_All
CELF6	D2_All
CEND1	D2_All
CENPQ	D2_All
CEP19	D2_All
CETN2	D2_All
CETN3	D2_All
CFAP20	D2_All
CFAP36	D2_All
CFL1	D2_All
CFL2	D2_All
CGREF1	D2_All
CH25H	D2_All
CHAC2	D2_All
CHCHD1	D2_All
CHCHD10	D2_All
CHCHD2	D2_All
CHD7	D2_All
CHMP3	D2_All
CHMP4B	D2_All
CHP1	D2_All
CHRM2	D2_All
CIB2	D2_All
CIITA	D2_All
CINP	D2_All
CISD1	D2_All
CISD2	D2_All
CITED4	D2_All
CLEC11A	D2_All
CLEC12A	D2_All
CLEC2D	D2_All
CLEC4A	D2_All
CLEC4C	D2_All
CLIC1	D2_All
CLIP3	D2_All
CLK1	D2_All
CLK4	D2_All
CLNS1A	D2_All
CLPP	D2_All
CLSTN2	D2_All
CLU	D2_All
CLVS2	D2_All
CMAS	D2_All
CMKLR1	D2_All
CMPK2	D2_All
CMTM3	D2_All
CMTM6	D2_All
CMTM7	D2_All
CNDP1	D2_All
CNDP2	D2_All
CNIH1	D2_All
CNN2	D2_All
CNN3	D2_All
CNP	D2_All
CNPPD1	D2_All
CNRIP1	D2_All
CNTRL	D2_All
COA3	D2_All
COLGALT1	D2_All
COMMD10	D2_All
COMMD5	D2_All
COMMD8	D2_All
COPRS	D2_All
COPS7A	D2_All
COPS8	D2_All
COQ7	D2_All
CORO1A	D2_All
CORO1B	D2_All
CORO2A	D2_All
CORO2B	D2_All
COX14	D2_All
COX17	D2_All
COX4I1	D2_All
COX5A	D2_All
COX5B	D2_All
COX6B1	D2_All
COX6C	D2_All
COX7A2	D2_All
COX7A2L	D2_All
COX7B	D2_All
COX8A	D2_All
CP	D2_All
CPLX1	D2_All
CPLX2	D2_All
CPNE3	D2_All
CPNE4	D2_All
CPNE5	D2_All
CREG2	D2_All
CRH	D2_All
CRHBP	D2_All
CRIP2	D2_All
CRIPT	D2_All
CROT	D2_All
CRTAC1	D2_All
CRY1	D2_All
CRYGA	D2_All
CSDC2	D2_All
CSF1	D2_All
CSF1R	D2_All
CSF2RA	D2_All
CSF2RB	D2_All
CSF3R	D2_All
CSPG4	D2_All
CST6	D2_All
CSTB	D2_All
CTBS	D2_All
CTNNA1	D2_All
CTNNAL1	D2_All
CTNNBIP1	D2_All
CTNS	D2_All
CTSA	D2_All
CTSB	D2_All
CTSC	D2_All
CTSD	D2_All
CTSE	D2_All
CTSH	D2_All
CTSS	D2_All
CTSZ	D2_All
CTTNBP2NL	D2_All
CTXN1	D2_All
CUX1	D2_All
CX3CL1	D2_All
CX3CR1	D2_All
CXCL10	D2_All
CXCL13	D2_All
CXCL16	D2_All
CXCL17	D2_All
CXCL9	D2_All
CXCR3	D2_All
CXCR4	D2_All
CXXC5	D2_All
CYBA	D2_All
CYBB	D2_All
CYCS	D2_All
CYFIP1	D2_All
CYP27A1	D2_All
CYP4V2	D2_All
CYP7B1	D2_All
CYTH4	D2_All
DAB2	D2_All
DAD1	D2_All
DAPP1	D2_All
DBNDD1	D2_All
DBNL	D2_All
DCAF6	D2_All
DCLRE1C	D2_All
DCN	D2_All
DCTD	D2_All
DCTN3	D2_All
DCTN6	D2_All
DCUN1D2	D2_All
DDX21	D2_All
DDX25	D2_All
DDX58	D2_All
DDX60	D2_All
DEFB119	D2_All
DENND3	D2_All
DENND4C	D2_All
DENR	D2_All
DGKB	D2_All
DHCR24	D2_All
DHX58	D2_All
DIRAS1	D2_All
DIRAS2	D2_All
DLEU7	D2_All
DMTN	D2_All
DNAJC12	D2_All
DNAJC13	D2_All
DNAJC15	D2_All
DNAJC19	D2_All
DNAJC30	D2_All
DNAJC5	D2_All
DNASE1L1	D2_All
DNER	D2_All
DNM1	D2_All
DNM2	D2_All
DOC2B	D2_All
DOCK10	D2_All
DOCK2	D2_All
DOCK8	D2_All
DONSON	D2_All
DPH3	D2_All
DPM3	D2_All
DPP10	D2_All
DPP7	D2_All
DRAP1	D2_All
DRD2	D2_All
DRD5	D2_All
DSE	D2_All
DST	D2_All
DTD1	D2_All
DTD2	D2_All
DTX3	D2_All
DTX3L	D2_All
DUSP11	D2_All
DUSP14	D2_All
DUSP19	D2_All
DUSP26	D2_All
DUSP28	D2_All
DUT	D2_All
DYNC1I1	D2_All
DYNLL2	D2_All
DYNLRB1	D2_All
DYNLT3	D2_All
ECEL1	D2_All
EDEM1	D2_All
EDNRB	D2_All
EEF1B2	D2_All
EEF1E1-BLOC1S5	D2_All
EEF1E1	D2_All
EFEMP1	D2_All
EFNA3	D2_All
EFNB3	D2_All
EGFR	D2_All
EGR3	D2_All
EHD3	D2_All
EHD4	D2_All
EID1	D2_All
EID2	D2_All
EIF1B	D2_All
EIF2AK2	D2_All
EIF4EBP3	D2_All
EIF5A2	D2_All
ELAVL4	D2_All
ELF1	D2_All
ELF4	D2_All
ELFN1	D2_All
ELK3	D2_All
ELOF1	D2_All
ELOVL1	D2_All
EMB	D2_All
EMC4	D2_All
ENDOG	D2_All
ENG	D2_All
ENPP3	D2_All
ENPP6	D2_All
ENSA	D2_All
ENTPD1	D2_All
ENTPD2	D2_All
ENTPD3	D2_All
EP300	D2_All
EPB41L2	D2_All
EPHX4	D2_All
EPSTI1	D2_All
ERAP1	D2_All
ERCC1	D2_All
ERGIC1	D2_All
ERH	D2_All
ESRRA	D2_All
ESRRG	D2_All
KIAA1217	D2_All
ETS1	D2_All
ETV6	D2_All
EVI2A	D2_All
EVI2B	D2_All
EXTL2	D2_All
F10	D2_All
F2RL2	D2_All
F2RL3	D2_All
FABP3	D2_All
FAHD1	D2_All
FAM118A	D2_All
FAM131A	D2_All
FAM131B	D2_All
FAM131C	D2_All
FAM162A	D2_All
FAM163B	D2_All
FAM171B	D2_All
FAM174A	D2_All
FAM216A	D2_All
FAM219A	D2_All
FAM227A	D2_All
FAM229B	D2_All
FAM83C	D2_All
FAM83D	D2_All
FAS	D2_All
FBLN1	D2_All
FBXL15	D2_All
FBXL16	D2_All
FBXL2	D2_All
FBXW7	D2_All
FCER1G	D2_All
