Gene	Direction
Slc24a2	D1_Downreg
Csnk1g3	D1_Downreg
Rgs18	D1_Downreg
Armcx3	D1_Downreg
Egr1	D1_Downreg
Slc6a17	D1_Downreg
Kcnh7	D1_Downreg
Fam131b	D1_Downreg
Fam81a	D1_Downreg
Cobll1	D1_Downreg
Lix1	D1_Downreg
Filip1	D1_Downreg
Erc2	D1_Downreg
Klhl13	D1_Downreg
Trpc3	D1_Downreg
Ccnd2	D1_Downreg
Tmem88b	D1_Downreg
Pcdh18	D1_Upreg
Nmb	D1_Upreg
Fxyd7	D1_Upreg
Dio3	D1_Upreg
Slamf1	D1_Upreg
Dlk1	D1_Upreg
Fgf11	D1_Upreg
Clic3	D1_Upreg
Samd14	D1_Upreg
Wdr6	D1_Upreg
Nnat	D1_Upreg
Ypel4	D1_Upreg
Zdhhc22	D1_Upreg
Rbp1	D1_Upreg
Tas2r108	D1_Upreg
Ifitm2	D1_Upreg
Bcl2	D1_Upreg
Fam43b	D1_Upreg
Gpr50	D1_Upreg
Rab26	D1_Upreg
Tnfsf9	D1_Upreg
Gdf11	D1_Upreg
Nefh	D1_Upreg
Islr2	D1_Upreg
Cd109	D1_Upreg
Metrnl	D1_Upreg
Fitm1	D1_Upreg
Pdha2	D1_Upreg
Mrap2	D1_Upreg
Sstr5	D1_Upreg
Sox11	D1_Upreg
Grem2	D1_Upreg
Anks4b	D1_Upreg
Hsd17b14	D1_Upreg
Actrt2	D1_Upreg
Il1rn	D1_Upreg
Bola1	D1_Upreg
